Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,Average VAD,# Words Found,Found Words,All Words
134,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'sql', 'injection', 'vulnerability', 'allowing', 'login', 'bypass', '@', 'websecacademy', 'https', ':', '//t.co/oph…']",5.014444444444445,3.966666666666667,5.348888888888889,neutral,4.776666666666667,9 out of 14,"['complete', 'web', 'security', 'academy', 'lab', 'injection', 'vulnerability', 'allow', 'bypass']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'sql', 'injection', 'vulnerability', 'allow', 'login', 'bypass', 'websecacademy', 'http']"
135,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'sql', 'injection', 'vulnerability', 'allowing', 'login', 'bypass', '@', 'websecacademy', 'https', ':', '//t.co/ophdp8wlsl']",5.014444444444445,3.966666666666667,5.348888888888889,neutral,4.776666666666667,9 out of 13,"['complete', 'web', 'security', 'academy', 'lab', 'injection', 'vulnerability', 'allow', 'bypass']","['complete', 'web', 'security', 'academy', 'lab', 'sql', 'injection', 'vulnerability', 'allow', 'login', 'bypass', 'websecacademy', 'http']"
136,"['rt', '@', 'nasa', ':', 'what', 'would', 'be', 'a', 'sign', 'of', 'ancient', 'life', 'on', 'mars', '?', '@', 'nasapersevere', 'will', 'be', 'searching', '!', 'in', 'the', 'newest', 'rocket', 'ranch', 'podcast', ',', '@', ""nasajpl's…""]",5.7299999999999995,4.20875,5.355,neutral,5.097916666666666,8 out of 13,"['would', 'sign', 'ancient', 'life', 'mar', 'search', 'rocket', 'ranch']","['rt', 'nasa', 'would', 'sign', 'ancient', 'life', 'mar', 'nasapersevere', 'search', 'newest', 'rocket', 'ranch', 'podcast']"
137,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'sql', 'injection', 'vulnerability', 'in', 'where', 'clause', 'allowing', 'retrieval', 'of', 'hidden', 'data', '@', 'websecacademy', 'https', ':', '//t.co/dwukvljlww']",5.1530000000000005,3.885,5.287,neutral,4.7749999999999995,10 out of 15,"['complete', 'web', 'security', 'academy', 'lab', 'injection', 'vulnerability', 'clause', 'allow', 'retrieval']","['complete', 'web', 'security', 'academy', 'lab', 'sql', 'injection', 'vulnerability', 'clause', 'allow', 'retrieval', 'hidden', 'data', 'websecacademy', 'http']"
138,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'multistep', 'clickjacking', '@', 'websecacademy', 'https', ':', '//t.co/i73zgars8z']",5.696,3.804,5.838,neutral,5.112666666666667,5 out of 10,"['complete', 'web', 'security', 'academy', 'lab']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'multistep', 'clickjacking', 'websecacademy', 'http']"
139,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'multistep', 'clickjacking', '@', 'websecacademy', 'https', ':', '//t.co/i73zgars8z']",5.696,3.804,5.838,neutral,5.112666666666667,5 out of 9,"['complete', 'web', 'security', 'academy', 'lab']","['complete', 'web', 'security', 'academy', 'lab', 'multistep', 'clickjacking', 'websecacademy', 'http']"
140,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'clickjacking', 'with', 'a', 'frame', 'buster', 'script', '@', 'websecacademy', 'https', ':', '//t.co/f2ja2w0hs5']",5.47625,3.8024999999999998,5.59125,neutral,4.956666666666667,8 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'frame', 'buster', 'script']","['complete', 'web', 'security', 'academy', 'lab', 'clickjacking', 'frame', 'buster', 'script', 'websecacademy', 'http']"
141,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'clickjacking', 'with', 'form', 'input', 'data', 'prefilled', 'from', 'a', 'url', 'parameter', '@', 'websecacademy', 'https', ':', '//t.co/nmpgrsddgf']",5.595714285714286,3.6957142857142857,5.975714285714286,neutral,5.089047619047619,7 out of 14,"['complete', 'web', 'security', 'academy', 'lab', 'form', 'input']","['complete', 'web', 'security', 'academy', 'lab', 'clickjacking', 'form', 'input', 'data', 'prefilled', 'url', 'parameter', 'websecacademy', 'http']"
142,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'basic', 'clickjacking', 'with', 'csrf', 'token', 'protection', '@', 'websecacademy', 'https', ':', '//t.co/gfw20zit3u']",5.7925,3.6725,5.90625,neutral,5.12375,8 out of 12,"['complete', 'web', 'security', 'academy', 'lab', 'basic', 'token', 'protection']","['complete', 'web', 'security', 'academy', 'lab', 'basic', 'clickjacking', 'csrf', 'token', 'protection', 'websecacademy', 'http']"
143,"['rt', '@', 'drsjaishankar', ':', 'made', 'in', 'india', 'vaccines', 'now', 'reach', 'kuwait', '.', 'valuing', 'our', 'close', 'friendship', 'and', 'strong', 'ties', '.', '#', 'vaccinemaitri', 'https', ':', '//t.co/esx…']",6.3325,4.56375,5.9725,positive,5.622916666666666,8 out of 14,"['make', 'vaccine', 'reach', 'value', 'close', 'friendship', 'strong', 'tie']","['rt', 'drsjaishankar', 'make', 'india', 'vaccine', 'reach', 'kuwait', 'value', 'close', 'friendship', 'strong', 'tie', 'vaccinemaitri', 'http']"
144,"['rt', '@', 'vtfoundation', ':', 'free', 'federal', 'virtual', 'training', 'environment', '(', 'fedvte', ')', 'courses', 'that', 'are', 'available', 'to', 'the', 'public', '.', 'start', 'now', ':', 'https', ':', '//t.co/q1q…']",5.9875,4.2275,5.36125,neutral,5.192083333333334,8 out of 13,"['free', 'federal', 'virtual', 'training', 'environment', 'available', 'public', 'start']","['rt', 'vtfoundation', 'free', 'federal', 'virtual', 'training', 'environment', 'fedvte', 'course', 'available', 'public', 'start', 'http']"
145,"['does', ""n't"", 'matter', '.', 'your', 'only', 'gon', 'na', 'win', 'remaining', 'body', 'parts', 'as', 'you', 'already', 'have', 'heart', ',', 'kidney', 'and', 'lungs', '.', 'https', ':', '//t.co/ce0e7swkge']",5.53,4.3,5.6125,neutral,5.1475,8 out of 12,"['neg-matter', 'win', 'remain', 'body', 'part', 'heart', 'kidney', 'lung']","['matter', 'gon', 'na', 'win', 'remain', 'body', 'part', 'already', 'heart', 'kidney', 'lung', 'http']"
146,"['rt', '@', 'eucopresident', ':', 'the', 'us', 'congress', 'is', 'a', 'temple', 'of', 'democracy', '.', 'to', 'witness', 'tonight', '’', 's', 'scenes', 'in', '#', 'washingtondc', 'is', 'a', 'shock', '.', 'we', 'trust', 'the', 'us', 't…']",5.385714285714286,3.984285714285714,5.338571428571429,neutral,4.902857142857143,7 out of 13,"['congress', 'temple', 'democracy', 'witness', 'scene', 'shock', 'trust']","['rt', 'eucopresident', 'us', 'congress', 'temple', 'democracy', 'witness', 'tonight', 'scene', 'washingtondc', 'shock', 'trust', 'us']"
147,"['rt', '@', 'justintrudeau', ':', 'canadians', 'are', 'deeply', 'disturbed', 'and', 'saddened', 'by', 'the', 'attack', 'on', 'democracy', 'in', 'the', 'united', 'states', ',', 'our', 'closest', 'ally', 'and', 'neighb…']",4.985,5.047499999999999,5.365,neutral,5.132499999999999,4 out of 12,"['attack', 'democracy', 'state', 'ally']","['rt', 'justintrudeau', 'canadian', 'deeply', 'disturbed', 'sadden', 'attack', 'democracy', 'united', 'state', 'closest', 'ally']"
148,"['rt', '@', 'jacindaardern', ':', 'democracy', '-', 'the', 'right', 'of', 'people', 'to', 'exercise', 'a', 'vote', ',', 'have', 'their', 'voice', 'heard', 'and', 'then', 'have', 'that', 'decision', 'upheld', 'peacefully…']",6.0,4.35625,6.41625,neutral,5.590833333333333,8 out of 11,"['democracy', 'right', 'people', 'exercise', 'vote', 'voice', 'decision', 'uphold']","['rt', 'jacindaardern', 'democracy', 'right', 'people', 'exercise', 'vote', 'voice', 'heard', 'decision', 'uphold']"
149,"['rt', '@', 'borisjohnson', ':', 'disgraceful', 'scenes', 'in', 'u.s.', 'congress', '.', 'the', 'united', 'states', 'stands', 'for', 'democracy', 'around', 'the', 'world', 'and', 'it', 'is', 'now', 'vital', 'that', 'the…']",5.1625,3.8475,5.0375,neutral,4.6825,8 out of 12,"['disgraceful', 'scene', 'congress', 'state', 'stand', 'democracy', 'world', 'vital']","['rt', 'borisjohnson', 'disgraceful', 'scene', 'congress', 'united', 'state', 'stand', 'democracy', 'around', 'world', 'vital']"
150,"['rt', '@', 'emmanuelmacron', ':', 'we', 'believe', 'in', 'democracy', '.', '#', 'weareone', 'https', ':', '//t.co/dj3hs66kkn']",6.605,4.1899999999999995,6.07,positive,5.621666666666667,2 out of 6,"['believe', 'democracy']","['rt', 'emmanuelmacron', 'believe', 'democracy', 'weareone', 'http']"
151,"['rt', '@', 'scottmorrisonmp', ':', 'very', 'distressing', 'scenes', 'at', 'the', 'us', 'congress', '.', 'we', 'condemn', 'these', 'acts', 'of', 'violence', 'and', 'look', 'forward', 'to', 'a', 'peaceful', 'transfer…']",4.7075,4.14625,4.86375,neutral,4.5725,8 out of 12,"['distress', 'scene', 'congress', 'condemn', 'act', 'violence', 'look', 'peaceful']","['rt', 'scottmorrisonmp', 'distress', 'scene', 'us', 'congress', 'condemn', 'act', 'violence', 'look', 'forward', 'peaceful']"
152,"['rt', '@', 'narendramodi', ':', 'distressed', 'to', 'see', 'news', 'about', 'rioting', 'and', 'violence', 'in', 'washington', 'dc', '.', 'orderly', 'and', 'peaceful', 'transfer', 'of', 'power', 'must', 'continue.…']",5.181,4.822,5.112,neutral,5.038333333333333,10 out of 14,"['distressed', 'see', 'news', 'rioting', 'violence', 'orderly', 'peaceful', 'transfer', 'power', 'must']","['rt', 'narendramodi', 'distressed', 'see', 'news', 'rioting', 'violence', 'washington', 'dc', 'orderly', 'peaceful', 'transfer', 'power', 'must']"
153,"['rt', '@', 'hacker0x01', ':', 'thank', 'you', 'to', '@', 'theparanoids', 'and', 'all', '3,000', 'hackers', 'who', 'participated', 'in', 'the', 'world', '’', 's', 'largest', 'live', 'hacking', 'event', ',', 'h1-2010', '!', 'check…']",6.398333333333333,4.5616666666666665,5.611666666666666,positive,5.523888888888888,6 out of 10,"['thank', 'hacker', 'participate', 'world', 'live', 'event']","['rt', 'thank', 'theparanoids', 'hacker', 'participate', 'world', 'largest', 'live', 'hacking', 'event']"
154,"['rt', '@', 'bugcrowd', ':', '🎁', 'merry', 'x', '(', 'ss', ')', 'mas', '!', 'hackers', '!', '🎄', 'beginning', 'today', 'we', 'are', 'doing', '12', 'swag-ful', 'days', 'of', 'giveaways', 'and', 'challenges', '.', 'today', ""'s"", 'challenge…']",6.1033333333333335,4.501666666666667,5.263333333333334,positive,5.289444444444444,6 out of 13,"['merry', 'hacker', 'begin', 'day', 'giveaway', 'challenge']","['rt', 'bugcrowd', 'merry', 'x', 's', 'ma', 'hacker', 'begin', 'today', 'day', 'giveaway', 'challenge', 'today']"
155,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'information', 'disclosure', 'in', 'error', 'messages', '@', 'websecacademy', 'https', ':', '//t.co/jjojsspu8c']",5.4511111111111115,3.634444444444444,5.5344444444444445,neutral,4.873333333333333,9 out of 12,"['complete', 'web', 'security', 'academy', 'lab', 'information', 'disclosure', 'error', 'message']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'information', 'disclosure', 'error', 'message', 'websecacademy', 'http']"
156,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'information', 'disclosure', 'on', 'debug', 'page', '@', 'websecacademy', 'https', ':', '//t.co/olbdchehpk']",5.70125,3.4899999999999998,5.6525,neutral,4.947916666666667,8 out of 12,"['complete', 'web', 'security', 'academy', 'lab', 'information', 'disclosure', 'page']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'information', 'disclosure', 'debug', 'page', 'websecacademy', 'http']"
157,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'user', 'id', 'controlled', 'by', 'request', 'parameter', 'with', 'data', 'leakage', 'in', 'redirect', '@', 'websecacade…']",5.066363636363636,3.878181818181818,5.4372727272727275,neutral,4.793939393939394,11 out of 14,"['complete', 'web', 'security', 'academy', 'lab', 'user', 'id', 'control', 'request', 'leakage', 'redirect']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'user', 'id', 'control', 'request', 'parameter', 'data', 'leakage', 'redirect']"
158,"['rt', '@', 'vr_coder', ':', 'i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'source', 'code', 'disclosure', 'via', 'backup', 'files', '@', 'websecacademy', 'https', ':', '//t.co/lnyykk2fok']",5.463,3.628,5.486,neutral,4.859000000000001,10 out of 14,"['complete', 'web', 'security', 'academy', 'lab', 'source', 'code', 'disclosure', 'backup', 'file']","['rt', 'complete', 'web', 'security', 'academy', 'lab', 'source', 'code', 'disclosure', 'via', 'backup', 'file', 'websecacademy', 'http']"
159,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'source', 'code', 'disclosure', 'via', 'backup', 'files', '@', 'websecacademy', 'https', ':', '//t.co/lnyykk2fok']",5.463,3.628,5.486,neutral,4.859000000000001,10 out of 13,"['complete', 'web', 'security', 'academy', 'lab', 'source', 'code', 'disclosure', 'backup', 'file']","['complete', 'web', 'security', 'academy', 'lab', 'source', 'code', 'disclosure', 'via', 'backup', 'file', 'websecacademy', 'http']"
160,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'user', 'id', 'controlled', 'by', 'request', 'parameter', 'with', 'data', 'leakage', 'in', 'redirect', '@', 'websecacademy', 'https', ':', '//t.co/udpkaoar6c']",5.066363636363636,3.878181818181818,5.4372727272727275,neutral,4.793939393939394,11 out of 15,"['complete', 'web', 'security', 'academy', 'lab', 'user', 'id', 'control', 'request', 'leakage', 'redirect']","['complete', 'web', 'security', 'academy', 'lab', 'user', 'id', 'control', 'request', 'parameter', 'data', 'leakage', 'redirect', 'websecacademy', 'http']"
161,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'information', 'disclosure', 'on', 'debug', 'page', '@', 'websecacademy', 'https', ':', '//t.co/olbdchehpk']",5.70125,3.4899999999999998,5.6525,neutral,4.947916666666667,8 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'information', 'disclosure', 'page']","['complete', 'web', 'security', 'academy', 'lab', 'information', 'disclosure', 'debug', 'page', 'websecacademy', 'http']"
162,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'information', 'disclosure', 'in', 'error', 'messages', '@', 'websecacademy', 'https', ':', '//t.co/jjojsspu8c']",5.4511111111111115,3.634444444444444,5.5344444444444445,neutral,4.873333333333333,9 out of 11,"['complete', 'web', 'security', 'academy', 'lab', 'information', 'disclosure', 'error', 'message']","['complete', 'web', 'security', 'academy', 'lab', 'information', 'disclosure', 'error', 'message', 'websecacademy', 'http']"
163,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'unprotected', 'admin', 'functionality', 'with', 'unpredictable', 'url', '@', 'websecacademy', 'https', ':', '//t.co/py0h9twu2b']",5.10625,4.10125,5.255,neutral,4.820833333333333,8 out of 12,"['complete', 'web', 'security', 'academy', 'lab', 'unprotected', 'admin', 'unpredictable']","['complete', 'web', 'security', 'academy', 'lab', 'unprotected', 'admin', 'functionality', 'unpredictable', 'url', 'websecacademy', 'http']"
164,"['rt', '@', 'imro45', ':', 'valiant', 'effort', 'through', 'the', 'season', '.', 'loved', 'being', 'part', 'of', 'it', '.', 'what', 'an', 'experience', '@', 'mipaltan', '#', 'onefamily', 'https', ':', '//t.co/3tcbcuqgnc']",6.508333333333333,4.108333333333333,6.173333333333334,positive,5.596666666666667,6 out of 10,"['valiant', 'effort', 'season', 'love', 'part', 'experience']","['rt', 'valiant', 'effort', 'season', 'love', 'part', 'experience', 'mipaltan', 'onefamily', 'http']"
165,"['rt', '@', 'abdevilliers17', ':', 'well', 'done', '@', 'mipaltan', '!', 'without', 'a', 'doubt', 'the', 'best', 'team', 'this', 'year', '.']",5.0875,3.6775,5.4375,neutral,4.734166666666667,4 out of 9,"['do', 'doubt', 'team', 'year']","['rt', 'well', 'do', 'mipaltan', 'without', 'doubt', 'best', 'team', 'year']"
166,"['yes', 'we', 'did', 'it', 'again', '.', 'mi', 'forever', '💪🏻', '.', '#', 'iplfinal', '#', 'ipl2020final', '#', 'mivsdc', '#', 'rohit', '.', 'best', 'captain', '@', 'imro45', 'and', 'best', 'team', '@', 'mipaltan', '.', '💙', '#', 'onefamily', '💙', 'https', ':', '//t.co/m2ajezwphn']",5.8100000000000005,3.62,5.765000000000001,neutral,5.065,2 out of 13,"['captain', 'team']","['yes', 'mi', 'forever', 'iplfinal', 'mivsdc', 'rohit', 'best', 'captain', 'best', 'team', 'mipaltan', 'onefamily', 'http']"
167,"['rt', '@', 'cmd_0_0', ':', 'i', ""'ve"", 'decided', 'to', 'teach', 'my', 'wife', 'how', 'to', 'do', 'bug', 'bounty', '.', 'i', ""'ve"", 'showed', 'her', 'some', 'of', 'the', 'basics', 'one', ""'s"", '(', 'ref/stored', 'xss/html', 'inj/image', 'up…']",5.67,3.92625,5.56625,neutral,5.054166666666666,8 out of 9,"['decide', 'teach', 'wife', 'bug', 'bounty', 'show', 'basic', 'one']","['rt', 'decide', 'teach', 'wife', 'bug', 'bounty', 'show', 'basic', 'one']"
168,"['#', 'rcbvsrh', 'please', 'release', 'sir', '@', 'abdevilliers17', '.', 'he', 'deserves', 'better', 'than', '@', 'rcbtweets', 'chokers', '.', 'i', 'feel', 'sad', 'only', 'him', '.', 'how', 'many', 'times', 'it', ""'s"", 'come', 'to', 'just', 'him', 'and', 'him', 'only', '.', 'do', 'you', 'have', 'any', 'shame', '@', 'rcbtweets', '?', 'please', 'release', 'him', ',', 'i', 'want', 'to', 'see', 'trophy', 'in', 'his', 'hand', 'atleast', 'once.because', 'he', 'is', '🐐', 'https', ':', '//t.co/ui1vjdavlr']",5.573076923076923,4.259230769230769,5.616923076923077,neutral,5.14974358974359,13 out of 23,"['release', 'sir', 'deserve', 'feel', 'sad', 'time', 'come', 'shame', 'release', 'want', 'see', 'trophy', 'hand']","['rcbvsrh', 'please', 'release', 'sir', 'deserve', 'better', 'rcbtweets', 'choker', 'feel', 'sad', 'many', 'time', 'come', 'shame', 'rcbtweets', 'please', 'release', 'want', 'see', 'trophy', 'hand', 'atleast', 'http']"
169,"['rt', '@', 'virendersehwag', ':', 'one-sided', 'saturday', 'games', 'after', 'a', 'long', 'time', '.', 'mumbai', 'chased', 'in', '86', 'balls', ',', 'hyderabad', 'finished', 'it', 'in', '85', 'balls', '.', 'looked', 'like…']",5.828571428571428,4.227142857142857,5.448571428571428,neutral,5.168095238095238,7 out of 13,"['game', 'time', 'chase', 'ball', 'finish', 'ball', 'look']","['rt', 'virendersehwag', 'saturday', 'game', 'long', 'time', 'mumbai', 'chase', 'ball', 'hyderabad', 'finish', 'ball', 'look']"
170,"['rt', '@', 'narendramodi', ':', 'i', 'strongly', 'condemn', 'the', 'recent', 'terrorist', 'attacks', 'in', 'france', ',', 'including', 'today', ""'s"", 'heinous', 'attack', 'in', 'nice', 'inside', 'a', 'church', '.', 'our…']",3.9677777777777776,4.992222222222222,4.477777777777778,negative,4.479259259259259,9 out of 15,"['condemn', 'recent', 'terrorist', 'attack', 'include', 'heinous', 'attack', 'nice', 'church']","['rt', 'narendramodi', 'strongly', 'condemn', 'recent', 'terrorist', 'attack', 'france', 'include', 'today', 'heinous', 'attack', 'nice', 'inside', 'church']"
171,"['rt', '@', 'ngalongc', ':', 'bug', 'bounty', '--', 'no', 'risk', 'and', 'high', 'return', ',', 'the', 'only', 'investment', 'is', 'your', 'time', '.', 'if', 'you', 'are', 'a', 'fast', 'learner', 'just', 'a', 'few', 'months', 'of', 'googl…']",5.083333333333333,4.408888888888889,5.2588888888888885,neutral,4.917037037037036,9 out of 12,"['bug', 'bounty', 'neg-risk', 'neg-high', 'return', 'investment', 'time', 'learner', 'month']","['rt', 'ngalongc', 'bug', 'bounty', 'risk', 'high', 'return', 'investment', 'time', 'fast', 'learner', 'month']"
172,"['rt', '@', 'hunter0x7', ':', 'xss', ':', 'img', '{', 'background-image', ':', 'url', '(', ""'javascript"", ':', 'alert', '(', ')', ""'"", ')', '}']",5.38,5.14,6.58,neutral,5.7,1 out of 5,['alert'],"['rt', 'x', 'img', 'url', 'alert']"
173,"['rt', '@', 'hackaday', ':', 'what', 'if', 'you', 'could', 'design', 'your', 'own', 'aluminum', 'hand', '?', '[', 'ian', 'davis', ']', 'has', 'decided', 'to', 'start', 'over', 'on', 'his', 'hand', '.', '[', 'ian', ']', 'is', 'missing', 'four', 'fi…']",5.71875,3.895,5.76375,neutral,5.1258333333333335,8 out of 14,"['design', 'aluminum', 'hand', 'decide', 'start', 'hand', 'miss', 'four']","['rt', 'hackaday', 'could', 'design', 'aluminum', 'hand', 'ian', 'davis', 'decide', 'start', 'hand', 'ian', 'miss', 'four']"
174,"['rt', '@', 'hacker0x01', ':', 'it', ""'s"", 'the', 'final', 'day', 'of', '#', 'securityat', '!', 'we', 'kick', 'off', 'today', 'with', 'a', 'fireside', 'chat', 'on', 'the', 'shifting', 'culture', 'of', '#', 'cybersecurity', 'with', '@', 'j…']",5.583333333333333,4.241666666666666,5.366666666666666,neutral,5.063888888888889,6 out of 11,"['final', 'day', 'kick', 'fireside', 'chat', 'culture']","['rt', 'final', 'day', 'securityat', 'kick', 'today', 'fireside', 'chat', 'shifting', 'culture', 'cybersecurity']"
175,"['i', 'completed', 'the', 'web', 'security', 'academy', 'lab', ':', 'manipulating', 'the', 'websocket', 'handshake', 'to', 'exploit', 'vulnerabilities', '@', 'websecacademy', 'https', ':', '//t.co/z2lemupol4', 'learning', 'everyday', '.']",5.208181818181818,4.175454545454546,5.663636363636364,neutral,5.015757575757576,11 out of 14,"['complete', 'web', 'security', 'academy', 'lab', 'manipulate', 'handshake', 'exploit', 'vulnerability', 'learn', 'everyday']","['complete', 'web', 'security', 'academy', 'lab', 'manipulate', 'websocket', 'handshake', 'exploit', 'vulnerability', 'websecacademy', 'http', 'learn', 'everyday']"
176,"['rt', '@', 'hunter0x7', ':', 'ok', 'https', ':', '//t.co/tt6ukulavc']",nan,nan,nan,nan,nan,0,nan,"['rt', 'ok', 'http']"
177,"['rt', '@', 'imvkohli', ':', 'many', 'happy', 'returns', 'of', 'the', 'day', '@', 'hardikpandya7', '.', 'wishing', 'you', 'a', 'fabulous', 'year', 'ahead', '.', '😃']",6.918333333333333,4.136666666666667,6.345,positive,5.8,6 out of 10,"['happy', 'return', 'day', 'wish', 'fabulous', 'year']","['rt', 'imvkohli', 'many', 'happy', 'return', 'day', 'wish', 'fabulous', 'year', 'ahead']"
178,"['rt', '@', 'mrkylefield', ':', 'i', 'would', 'love', 'nothing', 'more', 'than', 'for', '@', 'elonmusk', 'to', 'hire', 'a', 'documentarian', 'to', 'simply', 'follow', 'him', 'around', '24/7', 'to', 'ensure', 'all', 'his', 'th…']",6.306,4.43,5.81,positive,5.515333333333333,5 out of 12,"['would', 'love', 'hire', 'follow', 'ensure']","['rt', 'mrkylefield', 'would', 'love', 'nothing', 'elonmusk', 'hire', 'documentarian', 'simply', 'follow', 'around', 'ensure']"
179,"['rt', '@', 'hacker0x01', ':', 'connect', 'with', 'hackerone', 'during', 'the', '@', 'rh_isac', 'virtual', 'fall', 'summit', 'happening', 'today', ',', 'october', '6', 'through', 'october', '8.', 'register', 'today…']",5.505,3.8116666666666665,5.13,neutral,4.815555555555555,6 out of 11,"['connect', 'virtual', 'fall', 'summit', 'happen', 'register']","['rt', 'connect', 'hackerone', 'virtual', 'fall', 'summit', 'happen', 'today', 'october', 'october', 'register']"
180,"['rt', '@', 'hacker0x01', ':', 'be', 'sure', 'to', 'register', 'for', '@', 'hackdaypy', 'happening', 'this', 'saturday', ',', '10/10', '.', 'you', 'might', 'even', 'snag', 'some', 'hackerone', 'swag', '😎']",5.406,3.858,5.526,neutral,4.93,5 out of 11,"['sure', 'register', 'happen', 'snag', 'swag']","['rt', 'sure', 'register', 'hackdaypy', 'happen', 'saturday', 'might', 'even', 'snag', 'hackerone', 'swag']"
181,"['rt', '@', 'elonmusk', ':', '5', 'minutes', 'from', 'launch', '.', 'looks', 'good', 'so', 'far', '.']",6.4350000000000005,4.109999999999999,5.8025,positive,5.449166666666667,4 out of 7,"['minute', 'launch', 'look', 'good']","['rt', 'elonmusk', 'minute', 'launch', 'look', 'good', 'far']"
182,"['rt', '@', 'elonmusk', ':', 'hollywood', 'should', 'just', 'start', 'with', 'the', 'sequel', '&', 'amp', ';', 'skip', 'the', 'original', ',', 'because', 'financials']",6.044,4.372,5.608,positive,5.341333333333334,5 out of 9,"['start', 'sequel', 'amp', 'skip', 'original']","['rt', 'elonmusk', 'hollywood', 'start', 'sequel', 'amp', 'skip', 'original', 'financials']"
183,"['rt', '@', 'jon_bottarini', ':', 'some', 'personal', 'news', ':', 'today', 'is', 'my', 'last', 'day', 'at', '@', 'hacker0x01', '.', 'i', '’', 've', 'been', 'so', 'fortunate', 'to', 'work', 'with', 'an', 'incredible', 'team', ',', 'some', 'am…']",6.184285714285714,4.238571428571428,5.8585714285714285,positive,5.427142857142857,7 out of 10,"['personal', 'news', 'day', 'fortunate', 'work', 'incredible', 'team']","['rt', 'personal', 'news', 'today', 'last', 'day', 'fortunate', 'work', 'incredible', 'team']"
184,"['rt', '@', 'imvkohli', ':', 'the', 'most', 'special', 'thing', 'about', 'sport', 'is', 'the', 'friendship', 'and', 'mutual', 'respect', 'you', 'share', 'with', 'your', 'teammates', 'along', 'your', 'journey', '.', 'sp…']",6.677777777777778,4.1033333333333335,6.432222222222222,positive,5.7377777777777785,9 out of 12,"['special', 'thing', 'sport', 'friendship', 'mutual', 'respect', 'share', 'teammate', 'journey']","['rt', 'imvkohli', 'special', 'thing', 'sport', 'friendship', 'mutual', 'respect', 'share', 'teammate', 'along', 'journey']"
185,"['rt', '@', 'elonmusk', ':', '@', 'ppathole', 'haha', 'true', '.', 'why', 'do', 'showers', 'have', 'such', 'a', 'wide', 'range', '!', '?']",6.0975,4.0200000000000005,6.5600000000000005,positive,5.559166666666667,4 out of 8,"['true', 'shower', 'wide', 'range']","['rt', 'elonmusk', 'ppathole', 'haha', 'true', 'shower', 'wide', 'range']"
186,"['rt', '@', 'astro_christina', ':', 'honored', 'and', 'hoping', 'that', 'our', 'influence', 'is', 'toward', 'a', 'world', 'of', 'inclusion', 'leading', 'to', 'greater', 'shared', 'successes', '.', 'thank', 'you', 'to…']",6.4775,4.18375,5.99375,positive,5.551666666666667,8 out of 12,"['honor', 'hop', 'influence', 'world', 'lead', 'share', 'success', 'thank']","['rt', 'honor', 'hop', 'influence', 'toward', 'world', 'inclusion', 'lead', 'greater', 'share', 'success', 'thank']"
187,"['rt', '@', 'elonmusk', ':', 'cybertruck', ',', 'atv', ',', 'roadster', '&', 'amp', ';', 'semi', 'c', 'a', 'r', 's', 'https', ':', '//t.co/4aq1a5cykh']",5.68,4.185,5.04,neutral,4.968333333333333,2 out of 10,"['amp', 'semi']","['rt', 'elonmusk', 'cybertruck', 'atv', 'roadster', 'amp', 'semi', 'c', 'r', 'http']"
